cleaned_tweet,sentiment
coba pakai link itu kak stepnya baca disini kalau bisa pakai provider selain telkomsel dulu aja bisa coba pakai im indosat smarfren masih kurang stabil keknya otp ga masuk masuk tadi kawanku coba,neutral
sebuah kisah geng motor yang sangat menyentuh hati tonton lengkapnya di kaesang mieayam gayeng coretax susah mulyono gemes,positive
duh gw ketinggalan lg nih app e faktur aja berantakan suka error dan suruh update ulang skrg udh ada coretax lg ini wajib gasiihh,negative
sumpaaahh hari ini capekk bangettt udah harus presentasi ke direktur masalah pajak ini masih harus diribetin lagi sama coretax yang gerak dikit keluar pop up terjadi kesalahan anjirlaaaahh hari pertama kerja gini banget weel,negative
fak kataku sih klo ga grgr coretax ga bakal belajar pembaharuan yg implementasi nya masih gray area,negative
pusing bgt kerja hari ini kagak ada hasil gegara ngurusin coretax dan per ppn an sebel banget,negative
terus tim tax nih coba confirm efaktur coretax gmn trus pp jadi ga pph janlup,neutral
ini udah mau tidur masih aja muter coretax di kepala pusingnya gak ilang,negative
baru udah stres grgr coretax,negative
bye bye war tiket additional show gua mau fokus kerjaan dulu mumet bangett busett awal taun ditambah peraturan ppn yg gini bgt belum lg pengaplikasian coretax yg gua sama sekali belum ngerti,negative
langit yg bagus menyambut perubahan pajak yg masih ambigu coretax yg masih error peraturan yg masih gajelas org pajak ditanya aja ditanya masih gatau hadeh,negative
emang bener lu yeee sistem gak siap sosialisasi besar gaji buat hajat orang banyak potensi ketunda gara gara wajib ke web baru coretax tapi web nya zonk gk bisa diakses seharian di kantor kpp full antrian,negative
dear admin mohon dijawab ya mengenai coretax apakah pada saat membuat akun untuk wakil kuasa harus pakai user direksi atau bisa pakai user badan mengenai pembuatan faktur pajak perusahaan travel dengan besaran nilai tertentu apakah tetap pakai atau ngga,neutral
udah cape bgt dari pagi ngurusin coretax doang,negative
opportunity bisnis baru nih edge computing untuk coretax semoga ixp di pandeglang banten bisa jadi tombak untuk edge computing skala dunia,positive
bisa ganti email tp di coretax langsung,neutral
jangan meragukan kekuatan karyawan pajak menghadapi tahun ini ppn coretax pmk baru halaman 'omnibus law' rencana tax amnesty iii deadline spt tahunan badan op menyala otakku,negative
ini coretax aja belum kelar implementasi dan belajarnya saya skrng ppn dr dpp aduh mak gini amat kerja hahaha pusing ama target report makin dibikin pusing lagi ama aturan pajak haha,negative
astagaahhh ini wag jam segini masih mbahas coretax energi gue dah abis,positive
lewat coretax kaa bukan dr ereg lagi,negative
coretax bapuk kek masih demo,negative
anjirnya coretax coretax pusing pala bapa,negative
min mau tanya kalo pegawai tsb sudah ditunjuk diberikan hak akses maka saat mau buka coretax pt pegawai tsb tinggal login menggunakan coretax pribadi pegawai ya nanti tinggal impersonating ke akun badan,neutral
ya allah inget coretax belum bisa dipake,positive
pusing banget nih awal bulan coretax ppn spt pph tahunan pemeriksaan yg blm diclosing duhh,negative
ini tahun ini satu lagi tahun,neutral
sehat sehat kalian yang ngurusin coretax dari pagi,positive
lagi demam dikasih coretax wadaw didiskusiin bukannya ada solusi malah nambah polusi pemerintah siap gak sih,negative
masih efaktur kak coretax untuk peruntukan,neutral
ngadepin coretax ki marai pengen resign saiki,neutral
gue udah pusing sama masalah ppn dan coretax malahan akun djp down wkwkwkwk ditambah mau ganti email di akun djp malah ke lock perkara atasan gue ganti email buat lapor tahun lalu,negative
yg coretax no problem lancar ja tp yg aplikasi pembuatan inv atau faktur penjualan riweh pakai salah pakai dpp ga ktmu kec manual,negative
grup wa coretax sejauh ini isinya sharing kepusingan,neutral
awal ikut coretax ini mereka ga sediain csv tak terhingga awalnya cuma ratusan baris kaget ada yg kuarin an kalo dikit kaget ko bisa pada kuarin sp dk y bgst semua ga bole di dokumentasi foto lagi meeting aja gabole nerima csv aja pake nda,negative
akhir tahun udah naikin harga ppn gajadi naik ngerubah lagi di sistem coretax juga gajelas udah disuruh pake itu tapi gabisa diakses bikin mumettttt,negative
to be honest agak ga paham sama pemerintah yang memaksakan coretax jalan di awal tahun sementara mereka tahu bahwa segalanya sedang mengalami penyesuaian gila memang djp,negative
iyee iyeee tp benerin dulu deh itu sistem coretax biar ga nambah huru hara kehidupan gue yg harusnya damai ini,negative
penyuluhan sistem perpajakan coretax sudah dilakukan sejak jauh hari bahkan berbulan bulan namun pada saat implementasinya masih aja banyak masalah selama ini ngapain aja,negative
log in nya ke web coretax luammmaaaaaaa bgt min,positive
emang bapuk bgt coretax bikin nambah pusing ajaa,negative
coba ganti di akun coretax badan tidak bisa jika harus ganti di akun coretax pic kan tidak bisa dibuka akun coretax direkturnya wafat jadi harus ke kpp untuk ganti pic utama coretax atau bisa online,neutral
bang tracking yuk dana apbn coretax dari berapa triliun wkwkwk apa lebih dari t t atau t,negative
sudah dijelaskan akun pic utama coretax tidak bisa dibuka karena akun direkturpic utama meninggal dunia apakah harus ke kpp untuk ganti pic utama coretax atau bisa online di akun coretax badan jika ganti tambah pic baru di akun pic utama default djponline sudah tidak bisa dibuka,neutral
gara gara seharian mikirin coretax otak gue ngebul,negative
yg muncul di coretax jd otomatis npwp suami dan nama suaminya gak bs diedit atau diketik nama direktur input pic baru dg ktp direktur jg gak bs karena tombol save nya mati pdh dulu di djponline bisa petugas pajaknya yg input saat kt masukin perubahan data makasih pak,neutral
ini coretax gimana cara pakenya anjir hrs bkin akun baru kah gue beneran ga tau sialan,negative
yg ngajuin sertel lewat coretax jg gak bisa gmn mau lapor pajak error error dipaksakan banget awal tahun yg tdk baik,negative
rtp slot gacor malam jumat hari ini jaminan wd mie ayam pola slot gacor gampang maxwin link slot gacor maljum danilla evan dimas hepi gultik coretax buah selena sore,neutral
kesimpulan hari pertama efektif pake coretax tidak ada,negative
mna yang korupsi t biar saya makan idup idup ojol penjilat bu sri pagii coretax sakit sim c intim mk,negative
coretax bikin gila kalau belum siap mending gausah dirilis,negative
blm ada yg berhasil upload fp coretax kak jd gatau kl tanggal mundur bisa berhasil atau reject,negative
breaking news slot gacor hari ini kakek zeus memberi kemenangan besar situs resmi terpercaya sore coretax siang hepi ready maljum malam jumat gultik habib syakur,neutral
halo jika sampai saat ini blm menerima email akses aplikasi simulator coretax berupa username dan password apakah bisa dikirim ulang kembali karena sudah dicoba berbagai cara seperti lupa password yang ada hasilnya username tdk ditemukan mohon bantuannya tks,neutral
baru hari kedua udah stress karena coretax dan ppn konsultan helpesk dan kringpajak nggak ada yang bisa dihubungi tae,negative
kak aku belum bisa masuk coretax badan tp pribadi bisa kira kira bagaimana ya kak mohon bantuannya,neutral
apakah sistem coretax bisa pekerja swasta menggunakan untuk melihat potongan pajak yg dilakukan oleh perusahaan sudah sesuai atau tidak thanks untuk jawabannya,neutral
coretax gasih,positive
fix banget coretax belom siap release dipaksa release,negative
dan jangan lupa akan ada bencana perpajakan baru bernama coretax negara ini kalau nggak nyusahin rakyatnya sehari aja bisa nggak sih,negative
coretax sistem baru djp membayar pajak lebih gampang berikut cara mengaksesnya,neutral
ka mjb yaa mau tanya coretax kan ada akun ya badan sma direktur yg direktur ini tuh apa sudh terhitung sebagai pic atau hrus didaftarkan karyawan lain sebagai pic juga,neutral
masih bingung jadinya ada transaksi hari ini tgl bisa gak diinput ke coretax nya tgl tgl fakturnya tetep tgl versi sebelumnya kan bisa kalo ini ga bisa cuma bisa waduh saja sih,negative
minn ini saya harus nangis gaya apa lagi ya seharian ini mumet banget mikirin coretax menghambat kerjaan banget,negative
beritaku publish satu meski tulisannya masih acak adul isinya panduan login coretax walaupun kalian lagi engga butuh informasinya tapi baca aja boleh yyaa,neutral
halo tolong info link login coretax sama mau tanya berarti pph masa januari udah mulai pake coretax kah,neutral
setidaknya tiap search coretax ditwitter gue gak merasa sendirian gitu,neutral
malam mau tanya kalau menu phtb pada coretax itu ada di sebelah mana ya,neutral
kalau di aku masalahnya karena no telepon masih kosong kakk tadi nanya kring pajak katanya bisa perubahan data lewat coretax tapi kalau akun coretaxnya belum bisa diakses harus ngajuin perubahan data tertulis ke kpp,neutral
coretax hadir sebagai solusi modernisasi pajak temukan cara mudah mendaftar dan lapor pajak download panduannya di sini,neutral
aq jg belom nyoba tdi seharian lagi ngelarin tagihan desmber msih pake efaktur trs mw bikin yg jan udh gak bisa minta nsfp trs diksih tau udh pake coretax mulai januari nyari ttg coretax malah puyeeng,negative
ijin tanya pak seandainya direktur perusahaan seorang wanita sebelumnya di efaktur sbg penandatangan faktur pajak dan di djponline dan web sbg penandatangan spt data yg diinput ktp bkn npwp krn npwpnya ikut suami pas coretax kan tdk bs begitu yg muncul npwp dan nama suami,neutral
ok kak dpp real tetap yg jt ya mau nanya lagi kalo rekam efaktur gak di tanggalnya apa masih bisa kak misal transaksi di tgl januari saya rekam buat efaktur tgl januari tp tgl faktur tetap januari kalo di versi sebelumnya kan bisa ya di coretax bisa kah thxx,neutral
pusingg ppn sama coretax hadehhhh,negative
min via web coretax bisa preview faktur sebelum approval ngga ya boleh info lengkapnya ya thank you,neutral
iya jadi pembuatan faktur pajak dll itu dari coretax pic pic pertama ada di djp pas profil trs identitas pengguna jawab nanti bisa di tambah pic nya,neutral
emang coretax nya lagi bobrok aja kak hari ini,negative
halo min utk daftar baru npwp online pake web yang mana ya yg coretax cm bisa utk login kah gbs utk daftar baru,neutral
ini coretax masih simulasi ya kak,neutral
info dong coretax udah ok blm,neutral
korban penembakan di tangerang sempat minta pendampingan polisi polsek cinangka polres cilegon polda banten tapi ditolak biasa in shit usi pooplri culas gerombolan sipaling oknum ppn hepi mahkamah konstitusi breaking news arang coretax,neutral
lontang lantung ngeribeti coretax,negative
siang kita bisa masuk ke coretax buat pajak keluaran ppn nya kok barang yang kita jual bio solar industri b sorenya aplikasi sudah ngak bisa dibuka,negative
djp om coretax blm ada infoo dari keuangan dinas,neutral
nyusahin pelaporan di pelaporan faktur masih tarif normal di coretax kalau mau harus pakai perhitungan dpp dari mana lagi gak ada sistem otomatis harus di hitung manual mana penjualan terus berjalan belum lagi problem transaksi banyak ini bingung karena beda kode,negative
buset dahh ni website coretax masuknya susah beuneerrr dah kayak masuk ke website penjualan tiket konser coldplay,negative
min kalau buat faktur pajak di coretax di akun pic atau akun badan ya,neutral
mantap min bagus banget coretax nya saya suka saking bagusnya saya gak bisa ngapa in,positive
tapi di coretax pelaporan ppn tetep tarif normal makanya jika ingin memakai tarif efektif dpp yang diinput bukan dari harga jual melainkan perhitungan dari dan dpp lainnya diisi,neutral
min cara ganti kuasa di coretax utk wp badan gmn caranya kuasa yg si set up coretax orang nya belum tepat,neutral
coretax djp portal layanan pajak serba guna begini cara mengaksesnya,neutral
aaaaa masih musingin coretax dari pagi,positive
harus ke coretax pic dulu aksesnya kak ntar ada pengajuan sertifikat elektronik cuma aku blm berhasil karena keburu gk bisa masuk coretax lagi,negative
jawabannya gini kak tp blm ku coba krn coretax nya gabisa di akses,negative
blm berhasil upload kak td pas yg coretax pic mau ngajuin sertifikat elektronik ehh malah gk bisa akses coretax lagi,negative
jawabannya gini kak aku blm coba krn gak bisa di akses coretax nya,negative
memandangi sungbri adalah perbaikan mood stelah seharian migren coretax,neutral
aslam kumat tapi lagi puasa sampe gemeteran ini semua gara coretax,negative
mabuk coretax,negative
aku lebih gak paham skema tektokan coretax sama faktur pajak yang diterbitin dan juga itung itungan final deductionnya gimana yah,negative
so skrg kl pakai coretax gak bisa import faktur ya harus manual gitu stress lo pajak,negative
telpon kring pajak ga masuk coretax ga bisa kebuka hadeh,negative
informasi tautan coretax external user reset password terlebih dahulu pelaporan spt tahunan tahun pajak dengan mfa terima kasih,neutral
ada yg udah bisa bikin faktur pajak lewat coretax tapi sebelumnya gak minta nsfp bisa atau gak yaa,neutral
bisa minta petunjuk untuk impersonate di coretax,neutral
coretax sampah bgtt,negative
bersyukur uda ga megang pph lagi ga bayangin betapa ga tenangnya aku blm lagi drama coretax,positive
agak ribet yee coretax,negative
nilai lain itu dpp yang hitung pake itu kak di coretax nanti km input harga jual nanti muncul dpp nilai lain,neutral
nyesel dikit appreciate pemerintah karna pajak ga naik ternyata pas buka pmk coretax secara tertulis tarif ppn masih tapi dpp nya yg disulap jadi kasian yg bikin fp ribuan sebulan kudu ngetik dpp manual dong ngadi ngadii luu,negative
kabarnya program coretax dibuat oleh orang luar apakah benar,neutral
pengajuan sertel coretax hanya bisa dari akun pribadi pic yg terdaftar di djp online ya kak,neutral
pada tanggal desember presiden prabowo subianto telah meluncurkan coretax djp secara resmi sejak januari coretax djp menandai hadirnya sistem administrasi perpajakan yang baru dan modern kawanpajak dapat mengakses coretax djp pada laman,neutral
cek profil wp kak trs lihat pihak terkait ada list picnya siapa aja biasa direktur nanti pic harus log ini ke coretax pribadinya pas udah log ini bisa kaya switch ke coretax wp ada pilihannya di kanan atas,neutral
